date,high,close,open,low,volume,adjclose,dividends,splits,symbol
2015-12-30,207.2100067138672,205.92999267578125,207.11000061035156,205.75999450683594,63317700,184.51211547851562,0.0,0.0,SPY
2015-12-31,205.88999938964844,203.8699951171875,205.1300048828125,203.8699951171875,114877900,182.6663818359375,0.0,0.0,SPY
2016-01-04,201.02999877929688,201.02000427246094,200.49000549316406,198.58999633789062,222353500,180.11277770996094,0.0,0.0,SPY
2016-01-05,201.89999389648438,201.36000061035156,201.39999389648438,200.0500030517578,110845800,180.41738891601562,0.0,0.0,SPY
2016-01-06,200.05999755859375,198.82000732421875,198.33999633789062,197.60000610351562,152112600,178.14161682128906,0.0,0.0,SPY
2016-01-07,197.44000244140625,194.0500030517578,195.3300018310547,193.58999633789062,213436100,173.86767578125,0.0,0.0,SPY
2016-01-08,195.85000610351562,191.9199981689453,195.19000244140625,191.5800018310547,209817200,171.95919799804688,0.0,0.0,SPY
2016-01-11,193.41000366210938,192.11000061035156,193.00999450683594,189.82000732421875,187941300,172.12948608398438,0.0,0.0,SPY
2016-01-12,194.5500030517578,193.66000366210938,193.82000732421875,191.13999938964844,172330500,173.51821899414062,0.0,0.0,SPY
2016-01-13,194.86000061035156,188.8300018310547,194.4499969482422,188.3800048828125,221168900,169.1905975341797,0.0,0.0,SPY
2016-01-14,193.25999450683594,191.92999267578125,189.5500030517578,187.66000366210938,240795600,171.96817016601562,0.0,0.0,SPY
2016-01-15,188.75999450683594,187.80999755859375,186.77000427246094,185.52000427246094,324846400,168.27671813964844,0.0,0.0,SPY
2016-01-19,190.11000061035156,188.05999755859375,189.9600067138672,186.1999969482422,195244400,168.50071716308594,0.0,0.0,SPY
2016-01-20,187.5,185.64999389648438,185.02999877929688,181.02000427246094,286547800,166.34130859375,0.0,0.0,SPY
2016-01-21,188.8699951171875,186.69000244140625,186.2100067138672,184.63999938964844,195772900,167.273193359375,0.0,0.0,SPY
2016-01-22,190.75999450683594,190.52000427246094,189.77999877929688,188.8800048828125,168319600,170.704833984375,0.0,0.0,SPY
2016-01-25,190.14999389648438,187.63999938964844,189.9199981689453,187.41000366210938,130371700,168.12437438964844,0.0,0.0,SPY
2016-01-26,190.52999877929688,190.1999969482422,188.4199981689453,188.02000427246094,141036800,170.41815185546875,0.0,0.0,SPY
2016-01-27,191.55999755859375,188.1300048828125,189.5800018310547,187.05999755859375,185681700,168.5634002685547,0.0,0.0,SPY
2016-01-28,190.1999969482422,189.11000061035156,189.9600067138672,187.16000366210938,143798800,169.44151306152344,0.0,0.0,SPY
2016-01-29,193.8800048828125,193.72000122070312,190.02000427246094,189.8800048828125,210529300,173.57200622558594,0.0,0.0,SPY
2016-02-01,194.5800018310547,193.64999389648438,192.52999877929688,191.83999633789062,136061600,173.50927734375,0.0,0.0,SPY
2016-02-02,191.97000122070312,190.16000366210938,191.9600067138672,189.5399932861328,182564900,170.3822784423828,0.0,0.0,SPY
2016-02-03,191.77999877929688,191.3000030517578,191.41000366210938,187.10000610351562,205054900,171.4037322998047,0.0,0.0,SPY
2016-02-04,192.75,191.60000610351562,190.7100067138672,189.9600067138672,139531800,171.67251586914062,0.0,0.0,SPY
2016-02-05,191.6699981689453,187.9499969482422,190.99000549316406,187.1999969482422,180788300,168.40216064453125,0.0,0.0,SPY
2016-02-08,186.1199951171875,185.4199981689453,185.77000427246094,182.8000030517578,191526700,166.13525390625,0.0,0.0,SPY
2016-02-09,186.94000244140625,185.42999267578125,183.36000061035156,183.1999969482422,184513100,166.14422607421875,0.0,0.0,SPY
2016-02-10,188.33999633789062,185.27000427246094,186.41000366210938,185.1199951171875,148214100,166.00086975097656,0.0,0.0,SPY
2016-02-11,184.10000610351562,182.86000061035156,182.33999633789062,181.08999633789062,219058900,163.8414764404297,0.0,0.0,SPY
2016-02-12,186.64999389648438,186.6300048828125,184.9600067138672,183.9600067138672,127632400,167.21945190429688,0.0,0.0,SPY
2016-02-16,189.80999755859375,189.77999877929688,188.77000427246094,187.6300048828125,120250700,170.04180908203125,0.0,0.0,SPY
2016-02-17,193.32000732421875,192.8800048828125,191.16000366210938,191.00999450683594,136009500,172.81939697265625,0.0,0.0,SPY
2016-02-18,193.27000427246094,192.08999633789062,193.1999969482422,191.72000122070312,102343000,172.11154174804688,0.0,0.0,SPY
2016-02-19,192.17999267578125,192.0,191.1699981689453,190.4499969482422,114793000,172.0308837890625,0.0,0.0,SPY
2016-02-22,194.9499969482422,194.77999877929688,193.8699951171875,193.7899932861328,103640300,174.5218048095703,0.0,0.0,SPY
2016-02-23,194.32000732421875,192.32000732421875,194.0,192.17999267578125,111455300,172.3176727294922,0.0,0.0,SPY
2016-02-24,193.52999877929688,193.1999969482422,190.6300048828125,189.32000732421875,150812200,173.10609436035156,0.0,0.0,SPY
2016-02-25,195.5500030517578,195.5399932861328,193.72999572753906,192.8300018310547,110728300,175.20274353027344,0.0,0.0,SPY
2016-02-26,196.67999267578125,195.08999633789062,196.57000732421875,194.89999389648438,129833700,174.79953002929688,0.0,0.0,SPY
2016-02-29,196.22999572753906,193.55999755859375,195.11000061035156,193.3300018310547,125918100,173.42864990234375,0.0,0.0,SPY
2016-03-01,198.2100067138672,198.11000061035156,195.00999450683594,194.4499969482422,141799700,177.50543212890625,0.0,0.0,SPY
2016-03-02,199.05999755859375,199.0,197.74000549316406,197.25,102415000,178.30287170410156,0.0,0.0,SPY
2016-03-03,199.8000030517578,199.77999877929688,198.7899932861328,198.11000061035156,95172200,179.001708984375,0.0,0.0,SPY
2016-03-04,201.35000610351562,200.42999267578125,200.00999450683594,199.02999877929688,129293600,179.58412170410156,0.0,0.0,SPY
2016-03-07,201.07000732421875,200.58999633789062,199.33999633789062,199.25,100219000,179.72750854492188,0.0,0.0,SPY
2016-03-08,199.9199981689453,198.39999389648438,199.32000732421875,198.2100067138672,123974900,177.76528930664062,0.0,0.0,SPY
2016-03-09,199.7899932861328,199.3800048828125,199.36000061035156,198.42999267578125,94801200,178.64334106445312,0.0,0.0,SPY
2016-03-10,201.07000732421875,199.5399932861328,199.9600067138672,197.3800048828125,156838700,178.78672790527344,0.0,0.0,SPY
2016-03-11,202.80999755859375,202.75999450683594,201.25999450683594,199.52000427246094,137964500,181.67178344726562,0.0,0.0,SPY
2016-03-14,203.0399932861328,202.5,202.16000366210938,201.77000427246094,73612000,181.43882751464844,0.0,0.0,SPY
2016-03-15,202.52999877929688,202.1699981689453,201.36000061035156,201.0500030517578,93169100,181.14317321777344,0.0,0.0,SPY
2016-03-16,203.82000732421875,203.33999633789062,201.60000610351562,201.5500030517578,129303200,182.1914825439453,0.0,0.0,SPY
2016-03-17,205.22999572753906,204.6300048828125,203.24000549316406,202.77000427246094,134278500,183.3473358154297,0.0,0.0,SPY
2016-03-18,204.77999877929688,204.3800048828125,204.1699981689453,203.8000030517578,138372400,184.06781005859375,1.05,0.0,SPY
2016-03-21,204.94000244140625,204.6699981689453,204.07000732421875,203.8000030517578,72926700,184.3290252685547,0.0,0.0,SPY
2016-03-22,205.22999572753906,204.55999755859375,203.75999450683594,203.57000732421875,97471900,184.2299041748047,0.0,0.0,SPY
2016-03-23,204.3300018310547,203.2100067138672,204.11000061035156,203.00999450683594,81052500,183.01409912109375,0.0,0.0,SPY
2016-03-24,203.16000366210938,203.1199951171875,202.0,201.74000549316406,84360900,182.93304443359375,0.0,0.0,SPY
2016-03-28,203.86000061035156,203.24000549316406,203.61000061035156,202.7100067138672,62408200,183.04107666015625,0.0,0.0,SPY
2016-03-29,205.25,205.1199951171875,202.75999450683594,202.39999389648438,92922900,184.73426818847656,0.0,0.0,SPY
2016-03-30,206.8699951171875,206.02000427246094,206.3000030517578,205.58999633789062,86365300,185.54481506347656,0.0,0.0,SPY
2016-03-31,206.41000366210938,205.52000427246094,205.91000366210938,205.3300018310547,94584100,185.09449768066406,0.0,0.0,SPY
2016-04-01,207.13999938964844,206.9199981689453,204.35000610351562,203.97999572753906,114423500,186.35537719726562,0.0,0.0,SPY
2016-04-04,207.07000732421875,206.25,206.8300018310547,205.88999938964844,63497000,185.751953125,0.0,0.0,SPY
2016-04-05,206.25999450683594,204.19000244140625,204.6699981689453,203.88999938964844,99662200,183.89674377441406,0.0,0.0,SPY
2016-04-06,206.49000549316406,206.4199981689453,204.19000244140625,203.97999572753906,91839800,185.905029296875,0.0,0.0,SPY
2016-04-07,205.55999755859375,203.9499969482422,205.13999938964844,203.08999633789062,113859000,183.68055725097656,0.0,0.0,SPY
2016-04-08,205.85000610351562,204.5,205.33999633789062,203.8699951171875,95040600,184.17588806152344,0.0,0.0,SPY
2016-04-11,206.07000732421875,204.02000427246094,205.25,203.91000366210938,83757500,183.74356079101562,0.0,0.0,SPY
2016-04-12,206.25,205.9199981689453,204.22000122070312,203.6999969482422,115350600,185.45477294921875,0.0,0.0,SPY
2016-04-13,208.10000610351562,208.0,207.0,206.83999633789062,96336400,187.32803344726562,0.0,0.0,SPY
2016-04-14,208.60000610351562,208.00999450683594,208.07000732421875,207.60000610351562,65212900,187.33702087402344,0.0,0.0,SPY
2016-04-15,208.1699981689453,207.77999877929688,208.00999450683594,207.39999389648438,75761600,187.12985229492188,0.0,0.0,SPY
2016-04-18,209.27999877929688,209.24000549316406,207.77999877929688,207.0,82531000,188.44482421875,0.0,0.0,SPY
2016-04-19,210.1999969482422,209.89999389648438,209.74000549316406,208.94000244140625,88316100,189.03919982910156,0.0,0.0,SPY
